<<<<<<< HEAD
59.46345583 7.56215001
59.5318002 7.58016851
59.65497505 7.61358508
59.7404708 7.63646761
59.83504477 7.66202111
59.94704103 7.6924684
60.04634426 7.71936705
60.15917944 7.75012894
60.25858181 7.77714875
60.3556063 7.80360352
60.46798117 7.83445351
60.55144861 7.85717038
60.66139953 7.88751497
60.76022731 7.91469923
60.85704732 7.94139215
60.98515768 7.97704325
61.07140245 8.00072644
61.18174281 8.031471
61.28061968 8.05894717
61.36159577 8.08138862
61.45514158 8.10756954
61.56676664 8.13897376
61.66578563 8.16672351
61.77832927 8.19846082
61.86174565 8.22178893
61.95567258 8.24832006
62.0514695 8.27544105
62.14763404 8.302711
62.2438105 8.33003325
62.30842996 8.34819244
62.43050672 8.38332979
62.54706334 8.41671272
62.64685674 8.44519328
62.74367497 8.47291482
62.83989944 8.50055389
62.93600346 8.52822713
63.03211533 8.55596389
63.12817573 8.58374356
63.22421555 8.6115704
63.33602974 8.64415101
63.43486933 8.67285775
63.51563017 8.69625012
63.60890746 8.72352987
63.72012996 8.75622282
63.80308165 8.78038936
63.91245595 8.81265769
63.979318 8.83207949
64.10147528 8.86840669
64.20210414 8.89809575
64.28310946 8.92191844
64.39203342 8.95436882
64.45878776 8.97395221
64.59657868 9.01540816
64.68420844 9.04133832
64.79429108 9.07433691
64.90834947 9.10857273
64.99169587 9.13339198
65.08525257 9.16153574
65.19629834 9.19513599
65.27906977 9.21997128
65.37247672 9.24825246
65.48345273 9.28203259
65.58187197 9.31188408
65.69374871 9.34602123
65.7766119 9.37111608
65.88563378 9.40455445
65.99935794 9.43946196
66.09820394 9.46971714
66.19436994 9.49923927
66.24303141 9.5138709
66.39285237 9.56070798
66.49811662 9.59316192
66.59541227 9.62322097
66.67556969 9.64795413
66.76829805 9.67683076
66.86329579 9.70646661
66.95865298 9.7362574
67.06971908 9.77112233
67.16797057 9.80187353
67.23258265 9.82190774
67.35373058 9.86033509
67.4537462 9.89182794
67.5655652 9.92722488
67.63259106 9.94813851
67.76974695 9.99203617
67.93505685 10.0449454
68.04293776 10.07904428
68.12484496 10.10492032
68.23331846 10.13971624
68.3465534 10.17610074
68.4293722 10.20253127
68.55356163 10.24274316
68.6539498 10.27505695
68.71882503 10.29575776
68.82412925 10.33003918
68.95227637 10.37185846
69.05329775 10.40460512
69.13385532 10.43067313
69.22633452 10.46087972
69.33649181 10.49703724
69.41864455 10.52380839
69.5269474 10.55949236
69.63989436 10.5967229
69.73809852 10.62901748
69.83364849 10.66052944
69.91312472 10.6866956
70.02083771 10.72254246
70.14916552 10.7653662
70.25005394 10.79882047
70.33045246 10.82544453
70.48492803 10.87751305
70.59045113 10.91267935
70.70274862 10.95035801
70.80067454 10.98319127
70.9115557 11.02061316
71.00919525 11.05352366
71.10444233 11.08570987
71.2147873 11.12320852
71.31227435 11.15627772
71.4229779 11.19402397
71.50498793 11.22182639
71.58183753 11.24798823
71.71980505 11.29558222
71.8066699 11.32516742
71.93087893 11.36802944
72.01524838 11.39687153
72.1079764 11.42883715
72.23315932 11.47231475
72.31766303 11.50137803
72.3948699 11.5280395
72.50171101 11.5653241
72.61386175 11.60445633
72.71147866 11.63844375
72.79096089 11.66607926
72.92911061 11.71478357
73.04680016 11.75606929
73.16081153 11.79612318
73.24320773 11.82493172
73.33537234 11.85745066
73.44473188 11.8962254
73.52624333 11.92495634
73.63365284 11.96319854
73.73023841 11.99750623
73.80942253 12.02558101
73.90091862 12.05826167
73.99459738 12.09176641
74.0886581 12.12544564
74.19820963 12.16484507
74.26422196 12.18830864
74.384141 12.23172363
74.46742658 12.26159967
74.57496628 12.30054467
74.65600274 12.32971772
74.74769937 12.36296809
74.85668581 12.40265898
74.96876661 12.44348698
75.06597524 12.47883794
75.14509848 12.50757197
75.25176403 12.54670297
75.34794987 12.58192011
75.44224122 12.61650219
75.55157074 12.65678761
75.64818084 12.69232566
75.74250309 12.72709313
75.83639806 12.76178112
75.9455642 12.80231127
76.04208905 12.83806728
76.12096136 12.86723722
76.22737293 12.90699399
76.3079882 12.936931
76.39932148 12.97106669
76.52326285 13.01768592
76.60699026 13.04888159
76.69884016 13.08335371
76.85350005 13.14198349
76.94270062 13.17531968
77.0508272 13.21619143
77.14696337 13.25251299
77.2409509 13.28810477
77.33453086 13.32363571
77.42799449 13.35920084
77.5214478 13.39481319
77.63019365 13.43644242
77.72633598 13.4731787
77.82022097 13.50911648
77.91367714 13.54497774
78.02232677 13.58686087
78.10309964 13.61781672
78.17885805 13.64695424
78.29955886 13.69387749
78.38245056 13.72580308
78.48912208 13.76727421
78.58473615 13.80438623
78.64780742 13.82868682
78.75086589 13.8690299
78.89159382 13.92430407
79.00854758 13.97001237
79.07541101 13.99586462
79.17904919 14.03667311
79.28927066 14.08010708
79.38538101 14.11792036
79.44845151 14.1425696
79.62756568 14.21409275
79.73598833 14.25683735
79.84697893 14.30083718
80.01931158 14.36982556
80.12647467 14.41228592
80.23713465 14.45645338
80.33317966 14.49480591
80.41136094 14.52601601
80.50152204 14.56227893
80.60901756 14.60568227
80.70440951 14.6441176
80.79760093 14.68174806
80.90558615 14.72553763
81.00101435 14.76417196
81.07896702 14.79570231
81.1689531 14.83233567
81.26109826 14.86988802
81.36877357 14.91393828
81.46404846 14.95284231
81.5722689 14.9972137
81.6220983 15.01729535
81.73725753 15.06489156
81.84897287 15.11093125
81.96002576 15.15673934
82.07097134 15.20255636
82.16672129 15.24206701
82.2596883 15.28054836
82.36731568 15.32529372
82.43212254 15.35198592
82.53461258 15.39482648
82.62873965 15.43408355
82.73648209 15.47918086
82.84661152 15.52533051
82.9571934 15.57170706
83.05269359 15.6117306
83.13033522 15.64425461
83.23501153 15.68847456
83.31428896 15.72181025
83.41916958 15.76627849
83.5135644 15.80621418
83.60605157 15.84541495
83.71324006 15.89104668
83.80799723 15.93130853
83.88541027 15.96416676
83.97473766 16.0023339
84.08130589 16.04800705
84.16079391 16.08190393
84.2504411 16.12037371
84.35699993 16.1662498
84.4515046 16.20686494
84.55885328 16.25320309
84.63841996 16.28737491
84.72802625 16.32611143
84.81937259 16.36568052
84.94114852 16.41868618
85.0232305 16.45414533
85.12821812 16.49991298
85.22230176 16.54085787
85.32940324 16.58768297
85.42380315 16.62890056
85.51592868 16.66919486
85.60759448 16.70938595
85.66913108 16.73621305
85.78530977 16.78759745
85.85124315 16.81640317
85.98311602 16.87496056
86.06685737 16.91176214
86.18688403 16.96507848
86.2834471 17.00780216
86.37578954 17.04874128
86.46731355 17.08943314
86.57366873 17.13691192
86.65273074 17.17203145
86.74181278 17.21186109
86.83268371 17.25255391
86.92388309 17.29342918
87.03003452 17.34119646
87.10896994 17.37654095
87.21292319 17.42345394
87.306358 17.4655661
87.38296126 17.5000402
87.48642592 17.54696374
87.59464041 17.59607886
87.703727 17.64561423
87.78310244 17.68148663
87.87200804 17.72195626
87.96262208 17.76327554
88.05354287 17.80477638
88.14446212 17.84635096
88.25028575 17.89491473
88.34387938 17.93777991
88.42033268 17.97275973
88.52348212 18.02034436
88.63142194 18.07014356
88.72527641 18.11338821
88.80173791 18.14857306
88.88994494 18.18940412
88.9950594 18.23825328
89.07348667 18.27451073
89.16199178 18.3156472
89.2670966 18.36469645
89.3603344 18.4081192
89.43658801 18.44356416
89.53942952 18.49178331
89.63219468 18.53519397
89.72316091 18.57780808
89.81374243 18.62033099
89.90424215 18.6628859
89.9947405 18.70548574
90.08518367 18.74813665
90.17559214 18.79083772
90.26601589 18.83358758
90.37119248 18.88351361
90.46420251 18.92758728
90.51062051 18.94927118
90.60783947 18.99573497
90.80290412 19.08948457
90.92677852 19.14839907
91.02307863 19.19417497
91.11441125 19.23777642
91.20476892 19.28107898
91.29493384 19.32439088
91.38507617 19.36774979
91.46040001 19.40393919
91.5773084 19.46062472
91.68695012 19.51365261
91.78046502 19.55883269
91.87109872 19.60271781
91.96119948 19.64642738
92.006941 19.66833784
92.11834617 19.72292623
92.2415822 19.78320484
92.3374179 19.82988275
92.41362622 19.86695826
92.51573902 19.91705909
92.60770847 19.9621317
92.68315806 19.99904929
92.78506399 20.04928081
92.89163204 20.10184756
92.99907708 20.15486298
93.04787307 20.17853475
93.17420237 20.241424
93.24104916 20.27423865
93.35594412 20.33143941
93.46469925 20.38549982
93.55772726 20.43165609
93.66254908 20.48390906
93.76943253 20.53726845
93.86206157 20.58343898
93.95206776 20.62841607
94.04155829 20.6732356
94.11633876 20.71062365
94.21771557 20.7616944
94.30918107 20.80769209
94.38427262 20.84537534
94.47101587 20.88914665
94.57440753 20.94150214
94.65159464 20.98037625
94.73866187 21.0244621
94.84204322 21.0770096
94.94840852 21.13106466
95.04065402 21.17787531
95.13030887 21.22347651
95.21953421 21.26892777
95.30863192 21.31439227
95.4122383 21.36746568
95.50391372 21.41432425
95.54966029 21.4373924
95.70369565 21.51713753
95.80437469 21.56871042
95.89539712 21.61543169
95.9846728 21.66138566
96.10276048 21.72251878
96.18227852 21.76340383
96.2839891 21.81613099
96.36057358 21.85564969
96.44711192 21.90057865
96.5499932 21.95416434
96.61220413 21.98625208
96.72515563 22.04538355
96.8181952 22.09386073
96.92217873 22.14821929
97.02803865 22.2036317
97.11977235 22.25157085
97.22342365 22.30598116
97.31464887 22.35382341
97.38917998 22.39285151
97.48965627 22.44588656
97.58023858 22.49362483
97.66909275 22.54049518
97.7431121 22.57947951
97.84334639 22.63268761
97.93387182 22.68062391
98.02261728 22.72766905
98.09650882 22.76679557
98.19668812 22.82022261
98.28711247 22.86833427
98.37571257 22.91555097
98.46402052 22.96266874
98.53781176 23.00196458
98.63779543 23.05562871
98.72808451 23.10397263
98.81663008 23.15142358
98.90477477 23.19874867
98.99287011 23.24610451
99.08096068 23.29350183
99.14015345 23.32516026
99.25176856 23.38572375
99.35844738 23.44341888
99.44974764 23.49271033
99.52389584 23.53268743
99.62376297 23.58696426
99.71376703 23.63580097
99.81641789 23.69168835
99.89256374 23.73292673
99.9926169 23.78758062
100.08262574 23.83664537
100.18518987 23.89274637
100.27555967 23.94211045
100.36377868 23.99037006
100.45158217 24.03847564
100.55357842 24.09458632
100.64383604 24.14412796
100.74627995 24.20057705
100.82216856 24.24220277
100.90765712 24.28936173
101.00916641 24.34555006
101.09916259 24.39527327
101.20147261 24.45198888
101.30592365 24.50993831
101.39641308 24.56006796
101.48442594 24.60890502
101.60051154 24.67372061
101.69306018 24.72516292
101.78137555 24.77433271
101.86883447 24.82314803
101.98475408 24.88819496
102.04861841 24.92358205
102.14588912 24.97826249
102.23491642 25.02820568
102.33673626 25.08550014
102.42649835 25.13593327
102.51413335 25.18523849
102.60136233 25.23438467
102.67418158 25.27535897
102.78720023 25.33951421
102.87893521 25.39132453
102.96676513 25.44101495
103.03968113 25.48220334
103.13838518 25.53837892
103.21317583 25.58073173
103.29791007 25.62896015
103.38445127 25.67824565
103.48544713 25.73595598
103.6175442 25.81165994
103.68412671 25.84923358
103.86675642 25.95459652
103.97082427 26.01385143
104.04649491 26.05689146
104.13126612 26.10552091
104.21762263 26.15516667
104.29000192 26.19672048
104.38827053 26.25353262
104.46282434 26.29639131
104.57555085 26.36179091
104.66687458 26.414503
104.75430361 26.46503489
104.84094899 26.51522
104.94167707 26.57375623
105.03072835 26.62540222
105.13176449 26.68423424
105.23502892 26.74437489
105.2820532 26.77128416
105.43200538 26.85950052
105.52986126 26.91644133
105.61825061 26.96797099
105.71909112 27.02704848
105.80802556 27.07906676
105.8947239 27.12988422
105.98106187 27.18056228
106.08142648 27.23967211
106.17012309 27.29181715
106.22854615 27.32593865
106.36609929 27.40765529
106.46146443 27.46379979
106.56338821 27.52402759
106.65230076 27.57652287
106.72475949 27.61925728
106.80837418 27.66885465
106.90799206 27.72813671
106.9963969 27.78062286
107.08283775 27.83198615
107.16884316 27.88317088
107.25472931 27.93435362
107.34065512 27.98559648
107.41247507 28.02834006
107.50977562 28.08669155
107.59770294 28.13926568
107.69791097 28.19938197
107.7722235 28.24372934
107.88402803 28.31108511
107.96042113 28.35673681
108.04441196 28.40723178
108.10176323 28.44148502
108.21035385 28.50728332
108.32811684 28.57853396
108.40558367 28.62497797
108.62974447 28.76180185
108.72637238 28.81953666
108.82791456 28.88086534
108.91638214 28.93433931
109.00240549 28.98650052
109.1018946 29.04710989
109.17591572 29.09196507
109.28718897 29.16005372
109.43313711 29.24953074
109.52943734 29.30805034
109.63068778 29.36991823
109.70495812 29.41511008
109.7882482 29.46613428
109.94286789 29.56166612
110.02669459 29.61273429
110.12555056 29.67352294
110.24111884 29.74481315
110.31782001 29.79178002
110.41530857 29.85201503
110.50268616 29.90590312
110.57424987 29.94996576
110.67072241 30.00983138
110.75785196 30.0637539
110.82933047 30.10789639
110.92571871 30.16788252
111.01277713 30.22191253
111.1258651 30.29244682
111.21585452 30.34830963
111.3017295 30.40169188
111.37287731 30.44586934
111.46908775 30.5060813
111.56989665 30.5691331
111.65755197 30.6238419
111.74284457 30.67715408
111.82775168 30.73028733
111.91248048 30.78338532
111.99717437 30.83651603
112.06805381 30.88087014
112.15022102 30.93255832
112.2343702 30.98552745
112.31895487 31.03877635
112.41738947 31.10092993
112.50445029 31.15576752
112.60336799 31.21827917
112.69048673 31.27322813
112.77546483 31.32690874
112.87393563 31.38933097
112.94710241 31.43546168
113.04331153 31.49661975
113.12992886 31.55152984
113.21471018 31.60534475
113.31296734 31.66793669
113.39990254 31.72316762
113.47089846 31.76819037
113.56658521 31.82937148
113.65299932 31.88445759
113.72386286 31.92952936
113.81945279 31.99081585
113.93335234 32.06392223
114.00913743 32.11213719
114.09182461 32.16508291
114.17578313 32.21891364
114.27361093 32.28186352
114.36023437 32.33745101
114.44485252 32.39180537
114.51525138 32.43694757
114.59682356 32.48955294
>>>>>>> 3f20edd4df78bb3dd8796401583a68f0c2bf2b76
