<<<<<<< HEAD
16.24393178 0.58554281
16.33360502 0.5913484
16.44803289 0.59922987
16.550372 0.60619291
16.66698836 0.61433336
16.76981291 0.62139035
16.87006811 0.62835205
16.96991964 0.63535046
17.06974793 0.64238779
17.18583514 0.65076974
17.23934772 0.65415561
17.39643093 0.6660813
17.52273495 0.67521786
17.62727848 0.68264658
17.7278902 0.68991014
17.82772392 0.69722558
17.92751975 0.70459462
18.01090659 0.7106581
18.107656 0.71795585
18.20686035 0.72545444
18.32290762 0.73436243
18.40911585 0.74073367
18.53920683 0.75094737
18.62798963 0.75753249
18.7256886 0.76506636
18.84144578 0.77418379
18.94403887 0.7821238
19.04419621 0.78994237
19.14400993 0.79778773
19.2110161 0.8028164
19.30482437 0.81039294
19.41981551 0.81979581
19.55502218 0.83088716
19.6609944 0.83930098
19.76183941 0.84738665
19.86175124 0.85548585
19.97777092 0.86512089
20.09679243 0.87499248
20.18355069 0.88194099
20.28084915 0.89004754
20.38012658 0.89836591
20.47973372 0.90673948
20.5629614 0.91364337
20.6924438 0.92495208
20.74834986 0.92923442
20.88919511 0.94181429
21.01261794 0.95247645
21.10014991 0.95976433
21.18120988 0.96665737
21.31028583 0.97825256
21.41517861 0.98737264
21.49933194 0.9945963
21.62896317 1.00636378
21.73393037 1.01560717
21.83445285 1.02452771
21.9342838 1.03345388
22.01757916 1.04081348
22.13055792 1.05124297
22.21622737 1.05888105
22.32971163 1.06941278
22.43172447 1.07874915
22.54815836 1.08958259
22.65074809 1.09900467
22.73446582 1.10661452
23.01105597 1.13403415
23.14224873 1.14575341
23.23115791 1.15359545
23.3778072 1.16783129
23.4531259 1.1745782
23.58104106 1.18713239
23.73469229 1.20230202
23.82759706 1.2109704
23.95857458 1.22394761
24.04741433 1.23241185
24.16140885 1.24375094
24.24712477 1.25207266
24.3605488 1.26350911
24.44623716 1.27190803
24.60857702 1.2887521
24.71937856 1.29972357
24.83719145 1.31165097
24.93996213 1.32199899
25.04009974 1.33216832
25.12333712 1.34056668
25.23622234 1.35238444
25.35449005 1.36472766
25.4572725 1.37534153
25.5409945 1.38391231
25.63771095 1.39407579
25.75296173 1.40636237
25.83889456 1.41527681
25.96865631 1.42930698
26.05715327 1.4385173
26.1546252 1.44893237
26.2864236 1.46333477
26.40790998 1.47645857
26.51132956 1.4875216
26.61149035 1.49833121
26.7436364 1.51299104
26.83263171 1.52249514
26.94649953 1.53512894
27.0484474 1.54635185
27.14836511 1.55740037
27.24784825 1.56846568
27.34720506 1.57957963
27.46297191 1.59269624
27.54895501 1.60220082
27.66220263 1.61516557
27.74778742 1.62472056
27.82838958 1.63380116
27.95696328 1.64885296
28.04527399 1.65879846
28.14267111 1.67001294
28.25792423 1.68348904
28.31119136 1.68923933
28.46756724 1.70809446
28.56074686 1.71873338
28.67535069 1.73224916
28.76109865 1.74214457
28.87424349 1.75567275
28.95976594 1.76565444
29.07292963 1.77928222
29.17465867 1.79141675
29.27444389 1.80335613
29.39012751 1.81739764
29.47600296 1.82758891
29.57293362 1.83935696
29.65551135 1.84928989
29.76803645 1.86323388
29.85339806 1.87354922
29.98279983 1.88974874
30.0873978 1.90257479
30.18765771 1.91492167
30.23822814 1.92078051
30.39386746 1.94087961
30.51954759 1.95661755
30.60721379 1.96732949
30.72061687 1.98173411
30.82243662 1.99455937
30.90582265 2.00497957
31.01843593 2.01951255
31.1363889 2.03469994
31.2226443 2.04555684
31.33576147 2.06027065
31.45378426 2.07560986
31.60512048 2.09556115
31.69738245 2.10722502
31.79535069 2.11994253
31.89425179 2.13290638
32.00967344 2.14823232
32.11174922 2.1616613
32.21136764 2.17484382
32.31062461 2.18803874
32.42606903 2.20357368
32.51179763 2.21488209
32.64111963 2.23254445
32.74562877 2.24655458
32.84565773 2.26004262
32.89613286 2.26649269
33.08413296 2.29305286
33.16658234 2.30384972
33.31155089 2.32406075
33.40253773 2.33630158
33.51643996 2.35212848
33.63444564 2.36856428
33.73684505 2.38274216
33.83653011 2.39662396
33.93570878 2.41050617
34.03472194 2.42443868
34.18257562 2.44569081
34.29030729 2.46079274
34.39085933 2.47498568
34.50645901 2.49155131
34.6083987 2.50607837
34.70790665 2.52033895
34.80704254 2.53460524
34.92225696 2.5513898
35.00787906 2.56363724
35.1045206 2.57771204
35.21927274 2.59461321
35.32104359 2.60947988
35.42055001 2.62405911
35.48709728 2.63359888
35.61267956 2.65252139
35.71643024 2.6678584
35.81619399 2.68264865
35.89899419 2.69485716
36.01132115 2.71182564
36.11260358 2.72699898
36.2281333 2.74449615
36.2975786 2.75465736
36.42364256 2.77406228
36.52735942 2.78976542
36.62715654 2.80491124
36.70994649 2.81740791
36.83834833 2.83739438
36.92631277 2.85070821
37.02319391 2.86563791
37.12164073 2.88087936
37.25290244 2.90149374
37.34128673 2.91500872
37.43821268 2.93012056
37.55295629 2.94820576
37.60595168 2.95609063
37.76138625 2.98120756
37.91897273 3.00635639
38.06068774 3.02880883
38.16719938 3.04547354
38.25112846 3.05860063
38.3472008 3.07398822
38.46172853 3.09252025
38.5794577 3.11157522
38.64916869 3.12251361
38.74275948 3.13773402
38.80814128 3.14816152
38.94944312 3.17170253
39.05581967 3.18900101
39.17205855 3.20810223
39.27387947 3.22475621
39.35697784 3.2382758
39.46902879 3.25696009
39.57006697 3.27369528
39.68539342 3.29296884
39.77081755 3.30702437
39.88326388 3.32597505
39.96822704 3.34006022
40.06439052 3.35625708
40.162533 3.37283866
40.27729758 3.39237534
40.37877125 3.40953012
40.47786005 3.42634916
40.57659031 3.44316204
40.70751252 3.46579963
40.79570114 3.4806906
40.86009886 3.49149054
40.96870392 3.51045098
41.10137678 3.53367362
41.20606636 3.55170825
41.32183293 3.57189213
41.42346542 3.58953192
41.52256824 3.60681013
41.60499162 3.62112327
41.74913382 3.64690517
41.83963277 3.66261307
41.95281088 3.68272847
42.07013236 3.70361195
42.1881169 3.72464613
42.29004209 3.74274479
42.37300535 3.75741461
42.50095987 3.78066591
42.62081989 3.80230223
42.70696452 3.81761934
42.80316319 3.83503171
42.90114291 3.85284385
43.01565592 3.8738217
43.11690095 3.89225956
43.1996286 3.90725461
43.37594518 3.94028358
43.47208793 3.9576371
43.50549083 3.96320881
43.73745173 4.00746387
43.81129478 4.02047179
43.95369391 4.04726237
44.05986253 4.06695268
44.15960346 4.08555794
44.2581685 4.1040506
44.37258677 4.12574646
44.47378477 4.14483681
44.57257186 4.16353682
44.6547644 4.17904158
44.75014225 4.19727943
44.86400445 4.21919387
44.98110578 4.24172975
45.09887313 4.26440291
45.18445413 4.28067551
45.31259003 4.30568313
45.41618246 4.32566745
45.53141747 4.34812017
45.60039712 4.36125467
45.70949012 4.38274006
45.80957315 4.40234125
45.90802816 4.42167178
46.02236425 4.44429167
46.12337063 4.4641751
46.23808074 4.48697
46.32309494 4.50365265
46.41882635 4.52270664
46.5647661 4.55220119
46.67142112 4.57338846
46.77099169 4.5932636
46.85323076 4.60964626
46.96455715 4.63224069
47.08101096 4.65588445
47.16626444 4.67297698
47.31025039 4.70259416
47.41645515 4.7241064
47.54812196 4.75115039
47.66817871 4.77573476
47.72186786 4.78629008
47.86016262 4.81520844
47.96529728 4.83685477
48.08061106 4.8607931
48.18166081 4.88169645
48.29616627 4.90561848
48.41315273 4.93009468
48.53050604 4.95469201
48.63185007 4.97587787
48.74644305 5.00006012
48.83122038 5.01776645
48.92670152 5.03798341
49.05626115 5.0657073
49.19183204 5.09468524
49.29644485 5.1168338
49.42756022 5.14500375
49.51524807 5.16356316
49.64335514 5.19130027
49.7625703 5.21702156
49.84811903 5.23529708
49.95975489 5.25958833
50.0920115 5.28851754
50.17989856 5.3074336
50.27587008 5.32836166
50.35720884 5.34605689
50.48402967 5.37416407
50.57090361 5.39309739
50.66661926 5.41419743
50.77995379 5.43936992
50.88041953 5.46157926
50.97853441 5.48333474
51.0441975 5.4977155
51.16815298 5.52567519
51.28645422 5.55220465
51.38777505 5.57482573
51.48603826 5.59684503
51.56770442 5.61509877
51.66240433 5.63651731
51.77546733 5.66223323
51.8917557 5.68868093
51.96064101 5.70403496
52.06905396 5.72889013
52.15249367 5.74781929
52.27945949 5.77713991
52.36623826 5.79685168
52.4777624 5.82259522
52.57774588 5.84559431
52.64369017 5.86056226
52.76742776 5.88951349
52.88555507 5.91699638
52.98668882 5.94041802
53.06876545 5.95937588
53.17939108 5.98536158
53.29512471 6.01254609
53.4117262 6.03995801
53.51256921 6.06358627
53.6105247 6.08662929
53.70794093 6.1096366
53.82128067 6.13659458
53.90547834 6.1564193
54.03232615 6.1868607
54.1189773 6.20733604
54.23028143 6.23405324
54.33003393 6.25792576
54.44371496 6.28532114
54.52792344 6.30541844
54.60684167 6.32436316
54.74864369 6.35907005
54.85381342 6.38445692
54.96837389 6.41233205
55.06867376 6.43667603
55.15044212 6.4564753
55.26076178 6.48361993
55.36026901 6.50800134
55.4896525 6.54001781
55.5766264 6.56122826
55.68784545 6.58878608
55.78743336 6.61339381
55.88497373 6.63756608
55.96619164 6.657634
56.0762923 6.68522741
56.17567304 6.71003102
56.27311823 6.73439778
56.37018205 6.75873207
56.48311499 6.78723204
56.59885425 6.81645336
56.66736277 6.83344
56.77513419 6.86087736
56.88991026 6.89009533
56.97411829 6.91132194
57.0687662 6.93544045
57.18116301 6.96425826
57.26492117 6.98552551
57.35944836 7.00977688
57.45589981 7.03456998
57.55266229 7.05948195
57.66537808 7.08867577
57.76505379 7.11439042
57.84648719 7.13533185
57.95641269 7.16401865
58.05555754 7.18978611
58.16860957 7.21935111
58.26830936 7.24534011
58.34971587 7.26649983
58.45955058 7.2954651
58.55862854 7.32149654
58.65576361 7.34706907
58.75252142 7.37260607
58.84921666 7.39819128
58.94589442 7.42382435
59.02668347 7.44516995
59.1204721 7.47019177
59.23245409 7.5002135
59.34765389 7.53108734
